ra,dec,objID,run,rerun,camcol,field,name,z
164.523484631717,33.4507352207426,1237665128536539929,4576,301,4,335,J105805.63+332702.6,4.74
178.37328156903,28.5075464038892,1237667431719765043,5112,301,6,442,J115329.59+283027.1,5.73
178.487217476898,27.6198790757664,1237667430646088294,5112,301,4,443,J115356.93+273711.5,3.97
178.904353757355,28.4257745450656,1237667444579369400,5115,301,6,56,J115537.05+282532.7,3.9
179.731325725211,26.4868324435703,1237667441895277569,5115,301,1,60,J115855.52+262912.6,4.23
193.061817942125,26.4627298835982,1237667322186433530,5087,301,2,264,J125214.84+262745.9,4.55
196.378543027218,31.66223856237,1237665329856578505,4623,301,3,235,J130530.85+313944.1,3.91
209.320615122568,22.9165464007653,1237665566068048811,4678,301,3,56,J135716.95+225459.6,4.67
209.927931590046,22.4427859803138,1237665565531440152,4678,301,2,60,J135942.71+222634.2,4.85
213.95938321006,31.3059280467365,1237665024915800727,4552,301,3,264,J141550.25+311821.3,4.11
214.540269458942,-1.08400113785102,1237648702980096859,752,301,1,474,J141809.66-010502.3,4.0
226.971919301928,33.5413425012257,1237662305657357320,3919,301,2,153,J150753.26+333228.9,4.36
227.380137218727,17.8662801765694,1237667736136975334,5183,301,5,616,J150931.23+175158.6,4.72
249.010508337776,23.3453149597626,1237662666963812700,4003,301,3,36,J163602.51+232043.0,4.54
259.32412503146,44.7814737178974,1237668736289079363,5416,301,4,30,J171717.79+444653.3,4.5
0.225222905137514,-0.463658510148416,1237645877408498393,94,301,2,169,PSO J049.2934???26.5543,5.94
1.43254756382332,-0.00127728194106846,1237666339182346528,4858,301,3,364,SDSS J2054???0005,6.0391
1.55636973189473,0.0621776963690603,1237653012437205251,1755,301,4,387,CFHQS J2242+0334,5.88
