ra,dec,objID,run,rerun,camcol,field,name,z
347.974473925242,15.7726027044682,1237678600226407725,7713,301,1,153,J231153.87+154621.4,4.62
348.066750009857,31.2401429775084,1237680473908053249,8149,301,3,186,J231216.03+311424.4,4.87
349.116485700406,21.6271967731644,1237679477465875331,7917,301,3,37,J231627.96+213737.9,5.03
349.127117882133,-1.40791919542225,1237679998774739825,8038,301,6,147,J231630.51-012428.4,5.2
350.883600506864,2.64679935507952,1237678597549589457,7712,301,4,268,J232332.06+023848.4,5.11
352.297646739416,2.28913019895507,1237678597013373726,7712,301,3,278,J232911.44+021720.6,4.84
353.477886232001,-6.08976848537941,1237680265071165887,8100,301,6,276,J233354.68-060522.9,4.92
353.541739880403,-8.28400712066216,1237680262386877113,8100,301,1,277,J233410.03-081702.3,5.42
353.579861561976,-6.44066019476856,1237680243595084571,8095,301,6,257,J233419.15-062626.2,5.08
353.735902952875,-10.8976550204292,1237652628559037162,1666,301,1,151,J233456.62-105351.5,5.17
353.78048313135,9.45702717487955,1237678906242958309,7784,301,3,155,J233507.31+092725.3,5.2
359.664271498987,12.7857905100414,1237678859545215751,7773,301,4,308,J235839.43+124708.8,4.64
114.722067289309,18.3703409664494,1237660764292973547,3560,301,3,31,J073853.30+182213.2,4.33
128.995355136661,32.2753347453119,1237658190538343332,2961,301,1,100,J083558.88+321631.1,5.57
135.107146977593,30.9518326045477,1237661134197752623,3646,301,4,42,J090025.72+305706.6,4.41
138.385469908406,31.7502890726106,1237661382769312919,3704,301,3,47,J091332.51+314501.0,3.92
138.687015246104,2.06051424030173,1237653665253884251,1907,301,4,107,J091444.89+020337.8,4.41
145.812375535161,64.4502751274411,1237663530266198153,4204,301,3,249,J094314.99+642700.9,4.43
148.378760751781,70.0280595427841,1237663789575635791,4264,301,6,261,J095330.88+700140.8,5.32
148.831328540453,2.20826366013719,1237651753996714698,1462,301,4,157,J095519.52+021229.7,3.88
149.123595354714,32.2424525357803,1237664879415918770,4518,301,4,144,J095629.67+321432.7,5.15
157.704691003756,32.0940869060643,1237665128533918358,4576,301,4,295,J103049.13+320538.7,4.0
159.039271664262,33.6150305844999,1237664817668227713,4504,301,1,29,J103609.43+333654.0,4.32
159.12746813622,31.2340535953169,1237665015236395761,4550,301,1,24,J103630.59+311402.5,4.54
